Mammal,Cat
Mammal,Dog
Fish,Goldfish
Bird,Parrot
Bird,Parakeet
Mammal,Ferret
Reptile,Lizard
Reptile,Snake
Bird,Chicken
Mammal,Gerbil
Mammal,Hamster
Mammal,Horse
Bird,Duck
Bird,Goose
Mammal,Rabbit
Mammal,Hare
Insect,Bee
Insect,Stick Insect
